,title,category,text
454,巨人メルセデス手術 今季絶望,スポーツ, 巨人のクリストファークリソストモメルセデス投手26が左肘のクリーニング手術を受けたことが分かった今季中の復帰は絶望となり来季に向けて治療に専念する 来日4年目の今季は1軍スタートだった2月のキャンプ中に左肘の違和感で離脱した新型コロナウイルスで開幕が3か月延期となり自粛期間のリハビリを経て開幕ローテ入り開幕5戦目の6月24日の広島戦東京Dに先発しその後も8月まで先発ローテを守った 8月19日の阪神戦東京Dでは先発も左肘のコンディション不良を訴えて2回無失点で降板ベンチでは涙を浮かべた宮本コーチはブルペン後に気になったみたいで初回終わって少し張りがあるとでも俺は行きたいんだと彼の意思を尊重して2イニング目もいかせましたでも彼の体のことを思うとここで決断しなきゃいけない私も正直つらい思いでしたと涙をこらえて抱きしめる一幕もあった ファームでの調整を経て9月7日の阪神戦甲子園で1軍復帰して6回無失点と好投だが同20日のDeNA戦横浜の予告先発が前日19日に発表された後左肘違和感のため先発回避が決まりファームで調整していた畠に先発が急きょ変更メルセデスはファームで再調整となった 日本シリーズでの復帰を目指して練習を続けてきたが慎重に患部の状態を見極めて判断来季に向け一日も早くクリーニング手術を受けて治療に専念し万全の状態にすることを最優先とする方針になった 今季は11試合に先発して4勝4敗防御率310日本シリーズを含め今季絶望となったが来季に向けリハビリを進めていく報知新聞社
455,JAL 再上場後初の赤字見通し,経済, 日本航空JALの2021年3月期連結決算の最終利益が赤字に転落する見通しとなったことが27日明らかになった前期は534億円の黒字だった新型コロナウイルスの感染拡大の影響で国際線を中心に旅客数が激減していることが影響した最終赤字となれば再上場した12年以降では初めてとなる JALは現時点で赤字は2000億円以上と見込んでいる模様だ赤字額は新型コロナの感染状況を受けた旅客需要の変動に大きく左右されるため今後変わる可能性もある JALは30日に発表する予定の20年9月中間連結決算で本業の損益が約2100億円前後の赤字になる見通しとなっている 政府の観光支援策Go To トラベル事業がスタートしたことなどで国内線は回復傾向にあるただ国際線の旅客は前年比9割減の状態が続いていることから黒字化には時間がかかるとみられる
456,携帯値下げへ3つの柱 総務省,経済,CopyrightC Japan News Network All rights reserved 菅政権が掲げる“携帯電話料金の値下げ”を進めるため総務省は新たな改革案をまとめたアクションプランを公表しました アクションプランは携帯電話の利用者が契約する会社を乗り換えやすくするために総務省がまとめた改革案です  第1の柱として分かりやすい料金やサービスの実現第2の柱として公正な競争促進そして第3の柱として乗り換えの円滑化を掲げ具体的には契約者情報が記録されたSIMカードのかわりにeSIMという機能を普及させることや乗り換え後でもメールアドレスを継続して利用できる仕組み作りなどを求めています  事業者間の競争を促進し結果として主要国と比較して遜色のない料金サービスを早期に実現をしてまいりたい武田良太 総務相  携帯大手3社が検討する携帯料金の値下げに加え総務省はこのアクションプランで携帯事業者間のさらなる競争を促したい考えです27日1122
457,漫才初 西川きよし文化功労者,エンタメ, お笑いタレントの西川きよし74が27日に政府が発表した文化功労者に選出された1951年から毎年文化の向上や発達に功績を残した人物をたたえるもので文化勲章に次ぐ栄誉漫才師では初吉本興業所属タレントからも初めての選出となった 大阪なんばの吉本興業本社で会見したきよしは吉本にお世話になって丸45年新喜劇の通行人Aから出発させていただいた横山やすしさん故人との漫才のコンビも紆余曲折がありましたがなんとか頑張ってきた大衆芸能の演芸漫才の方にまで選出対象のすそ野を広げていただいたことに感謝していますと感無量の様子で話した19862004年に参院議員を3期18年務めた功績も評価された 53年連れ沿った妻の西川ヘレン74への感謝について聞かれるとメガネを外し大きな目玉からこぼれた涙をぬぐった一緒になる時は両家とも大反対だった僕が家内のおウチの立場でも反対したと思いますと振り返り選出については家族中が号泣に近い状態でした一家で喜びをかみしめたという やすしさんの墓前にも報告した漫才に誘っていただいたやすしさんのおかげ僕の中ではやすしさんはまだ生存している1996年にお亡くなりになった後占い師の方に見てもらったらやすしさんはずっと全国の現場についてきてますよと言われた朝晩仏壇に話しかけているよう頑張ったなお前一人になって文化功労者をもらったんかと聞こえてきそうと話し80歳ぐらいまでは舞台に出たいと意欲を見せた報知新聞社
458,出産一時金 引き上げ含め検討,国内, 田村憲久厚生労働相は27日の記者会見で出産した人に公的医療保険から42万円が支給される出産育児一時金に関し引き上げも含めて見直しを議論する考えを示した実態調査をしており年末までに金額に関しても検討していきたいと述べた引き上げる場合は保険料を負担する国民や企業の理解を得ることが前提だとした また不妊治療に関し26日の所信表明演説で菅義偉首相が所得制限を撤廃し保険適用を早急に実現すると述べたことは保険を適用すれば所得制限はなくなるという意味だとの見解を示した
459,野口さん搭乗 11月15日宇宙へ,科学,NASAアメリカ航空宇宙局は日本人宇宙飛行士野口聡一さんが搭乗する宇宙船クルードラゴンの打ち上げを日本時間11月15日午前9時49分現地時間11月14日午後7時49分に設定したと発表しました打ち上げはアメリカケネディー宇宙センター第39A発射台にて行われます野口飛行士を含む4人の宇宙飛行士は米民間宇宙企業スペースX社が開発した宇宙船クルードラゴンに搭乗し国際宇宙ステーションISSへ向かい半年間滞在する予定です当初の打ち上げは10月31日を予定していましたが打ち上げロケットのファルコン9ロケットにおいて他のミッションで不具合が発見された影響で延期となっていました今回のフライトはCrew1と呼ばれクルードラゴン宇宙船の運用初号機となりますスペースX社とNASAは今年5月にクルードラゴン有人飛行試験Demo2において宇宙船の打ち上げからISSへのドッキング帰還まで成功試験段階を経て今回が初めての運用段階となります野口聡一宇宙飛行士はISSに滞在中微小重力環境を用いた様々な実験を行う予定ですまた今年8月に行われたKIBO宇宙放送局の第2回目の放送や東日本大震災で被害を受けた地域にメッセージを送るミッションなどを行うことになっています出口隼詩
460,盗撮被害 女子選手が語る苦悩,国内, 競技会で女子アスリートのパフォーマンスを撮影するのではなく性的な視線で選手の姿を狙う盗撮まがいの行為が後を絶たない撮影された画像や動画は会員制交流サイトSNSなどによって拡散されインターネット上に残された中傷は削除が難しくデジタルタトゥーとして半永久的に選手を苦しめる 盗撮に狙われた日本代表経験のある陸上選手が共同通信の取材に応じ被害の実態を告白してくれたその選手はツイッターのダイレクトメッセージDM機能で知らないアカウントから男性の性器の画像や自分が競技をしている写真に体液をかけたように合成された写真を送りつけられたことがあるファンからの応援メッセージに紛れた悪意ある行為を見つけてしまったときの気持ちは計り知れない共同通信鎌田理沙 ▽尊厳考えて悲痛な叫び―最初におかしいなと思ったのはいつごろですか 高校3年とか大学1年の頃でしょうかSNSを使うようになり高校時代の競技を終えて鍵付きアカウントにせずにやり始めたあたりからです大学でタイムが伸びていろいろなところで取り上げられるようになってからDMが来るようになりました普通のメッセージだと思って開いたら性的な画像で何これってなりました―嫌な気分になりますね そうですねいざ自分がそういう風に見られるようになったと感じるとうわって気持ち悪く感じました―SNSでの被害はDMが多かったのですか DMのほかツイッターのアカウント自体が拡散目的で投稿に私が写っているものもありました隠し撮りではない普通の写真を使って書いている内容が性的なツイートも見たことがあります―普通の写真投稿でも書いている内容が性的なのですか そうですね明らかにそういう目線で見ているものがあります―動画なども女性の顔を切り取って加工するなど尊厳を傷つける編集が横行しています アスリート以前に人としての尊厳を考えてほしい応援しているならそのくらい分かるでしょうという行動をする人は結構います ▽活躍するほど好奇の視線 競技場で走っている姿が観客席から隠し撮りされネットに流出する大会で活躍すればするほど送りつけられる迷惑なメッセージ表彰式での記念写真をコラージュし卑わいな言葉が自分の名前と一緒にリツイートされたこともある好きなスポーツをしているだけなのにどうして踏みにじられなければいけないのか応援してくれているファンや親がこれを見たらどう思うのか SNSの普及でアスリートも自ら意見を発信したりファンと交流したりする場としてツイッターやインスタグラムを利用する機会が増えたこの選手は高校時代は鍵付きのアカウントだったが大学進学を控えて陸上の情報発信用として使い始めた時に被害に遭うようになった迷惑なメッセージを見る度に履歴を消してアカウントをブロックしていたが際限がない今年8月ついに被害に耐えられなくなり関係者に相談を持ちかけた
461,煉獄ファン「300億円の男に」,エンタメ, 興行収入107億円を突破したアニメ映画劇場版鬼滅の刃無限列車編公開より10日間での興行収入100億円突破は日本で上映された映画の中で最も速い日数となった実写作品も含めた歴代の興行収入ランキング1位に輝いている千と千尋の神隠しの308億円興行通信社調べを超えてもおかしくない勢いでネット上では煉獄さんを300億円の男にしようまだまだ煉獄さんを300億の男にするため映画館リピーターになりますと興収300億円突破に向けた動きが出ている26日にはツイッターで煉獄さん100億の男がトレンド入りしたがそんな人気キャラクター煉獄の魅力にも迫ってみた 興収100億円は近年では昨年11月に公開された映画アナと雪の女王2が公開から40日目同年7月に公開された天気の子が公開34日目で突破した記録劇場版鬼滅の刃はこれらのヒット作より早いスピードで興収100億円を突破した わずか10日間で動員数も790万人を超えている劇場版鬼滅の刃ファンの盛り上がりが伝わってくるが2018年に公開された名探偵コナン ゼロの執行人では登場する人気キャラクター安室透本名降谷零がファンから絶大な支持を集めて一部のファンから“興行収入100億の男にしたい”とSNSで発信したことが話題となった そして今回劇場版鬼滅の刃が興収100億円突破したことを受けネット上では煉獄さんは100億の男じゃ留まらないこのまま300億目指して突き進んでほしいまじで300億以上の男になるじゃん煉獄さんと興収300億円突破を期待する声が 同時に“安室透を100億の男にする”ような動きもあり我々の次の目標は煉獄さんを300億の男にすることですねオーケーマム煉獄杏寿郎はあっさり100億超えた男になりましたね300億の男になる瞬間見たい見たいぞw煉獄さんを300億の男にしたいおめでとうございます もっともっと貢献するため今日も行きます 煉獄さんを300億の男にするんだなどと“煉獄を300億の男にする”ために再び映画館へ足を運ぶファンの声が出ている そんなファンが“300億の男”にさせたい煉獄杏寿郎れんごくきょうじゅろうというキャラクターは映画の公開初日に煉獄さんが終日トレンド入りするほどの人気キャラで映画のキーパーソン鬼を倒す組織鬼殺隊の最強の剣士である柱のひとり“炎柱”の煉獄と呼ばれ明朗快活ではっきりとした物言いをする好漢後輩の面倒見もよくそのまっすぐな生き様に主人公の炭治郎も影響を受ける熱い人物だ 劇場版の彼の活躍を見てネット上では煉獄さんかっこよすぎる煉獄さんの戦闘全部最高煉獄さんの崇高な精神は教育によさそうなどの感想が続出しその人柄と圧倒的な強さで多くのファンの心をつかんだ さらにキャスト発表当初からハマり役と話題になっていた声優日野聡の熱演にも内容を知っていても声がのると煉獄さんの良さがさらに伝わるこれを観て煉獄さんのファンにならんやつはおらん推しじゃなかったけど煉獄さんの心を燃やせで泣いてしまったといった称賛の声が続々また劇場で号泣したというファンも多く25日に公開された新キービジュアルとPVは煉獄と敵の鬼猗窩座がメインで描かれているなど劇場版の中心人物として紹介されている多くのファンを感動させた煉獄の躍進はまだまだ止まらなさそうだ■ファンが例にあげた〇〇億の男キャラの一部数字は映画の興収千と千尋の神隠し308億の男ハク君の名は250億の男立花瀧ハウルの動く城196億の男ハウルなど
462,再審無罪 女性に補償5997万円,国内,12 滋賀県東近江市の湖東記念病院で2003年に患者を死亡させたとして殺人罪で懲役12年の判決が確定し服役後今年3月に再審無罪判決確定を受けた元看護助手西山美香さん40彦根市に対し大津地裁は27日刑事補償法に基づく補償金5997万5千円を交付する決定をした西山さんが請求した上限額を認めた 決定では西山さんが滋賀県警に逮捕されて以降13年以上の長期にわたり身柄を拘束された点や自白の誘導など当時の捜査や取り調べの在り方などを考慮し上限額が相当とした 同法は無罪判決を受けた場合の国の補償手続きを規定西山さんは04年に県警に逮捕されてから17年に刑務所を満期出所するまでの4798日を拘束期間とし1日当たりの請求上限額の1万2500円を掛けた額5997万5千円を8月1日付で同地裁に請求していた 請求書では西山さんは県警による違法不当な取り調べで虚偽の自白をさせられ2030代の長期間身柄拘束されたとし結婚出産キャリアアップなどの機会を丸ごと奪われたと強調長期拘束は捜査機関や裁判所の故意や過失が原因で財産上の損失は大きいとし法律で許される上限額を下回る補償は到底許されないとしていた
463,判事承認 トランプ氏は自賛,国際,Nippon News NetworkNNNアメリカ大統領選挙が1週間後に迫る中議会上院ではトランプ大統領が最高裁判事に指名した保守派のバレット判事の人事案が正式に承認されましたトランプ大統領にとっては選挙直前のタイミングで保守層にアピールできる大きな成果をあげたことになります最高裁判事バレット氏の人事案についての本会議での投票は日本時間の27日午前9時すぎに52対48の賛成多数で正式に承認されましたこれで最高裁は判事9人のうち6人が保守派となり今後アメリカ社会を二分する人工妊娠中絶などの問題で司法判断が一段と保守化する可能性が高まりましたトランプ大統領はバレット氏の承認で保守層の支持を広げ巻き返しにつなげたい考えでこの日の集会でも自画自賛していましたトランプ大統領数時間後上院は最高裁判事候補バレット氏の承認投票をするいい選択だトランプ大統領は承認されたことを祝いバレット氏と並んでホワイトハウスで式典を開いています大統領はきょうはアメリカにとって重大な日だと述べたところです一方バイデン氏は先月バレット氏を指名した際の式典で集団感染が起きたとみられることから今回の式典では社会的距離がとられることを願うと皮肉交じりに批判していますバレット氏は翌日27日に正式に宣誓し就任する予定です
464,米大統領選 期日前6000万人に,経済,ワシントン 26日 ロイター  米フロリダ大学の米選挙プロジェクトによると11月3日の大統領選を8日後に控えた26日時点で期日前投票を済ませた有権者が6000万人を超えた同プロジェクトを運営するマイケルマクドナルド政治学教授は今回の大統領選の投票者は約1億5000万人と有権者全体の65に達すると予想投票率は1908年の大統領選以降で最高となる可能性がある
465,橋田寿賀子氏ら5人に文化勲章,ライフ,12 政府は27日2020年度の文化勲章を脚本の橋田寿賀子95工芸人形の奥田小由女83日本文学の久保田淳87物性物理学の近藤淳90彫刻の澄川喜一89の5氏に贈ることを決めた文化功労者にはスポーツの加藤沢男74作曲の三枝成彰78漫才の西川きよし74ら20氏を選んだ漫才の分野からの選出は初 文化勲章の親授式は11月3日に皇居で文化功労者の顕彰式は同4日に東京都内のホテルで開かれる 文化功労者は他に科学哲学科学史比較文明学の伊東俊太郎90応用数学の大石進一67撮影の木村大作81ら
466,都構想 隣接2市も特別区移行?,国内,12 大阪都構想の住民投票11月1日投開票の手続きを定めた大都市地域特別区設置法大都市法には都構想が実現した場合大阪市に隣接する自治体も特別区に移行できる規定がある該当する大阪府内10市の市長に読売新聞がアンケートをしたところ守口八尾両市長が特別区を目指す考えを持っていることが判明した住民投票の結果は周辺自治体のあり方にも波及する可能性がある浦野親典■議会で可決必要 大都市法は政令市と隣接市町村を含む人口200万人以上の地域で特別区を設置できるようにした法律だ来月1日に賛否が問われる制度案は大阪市を廃止して4特別区を新設する内容で市民対象の住民投票で賛成多数になると実現する さらに同法の規定では4特別区が設置される2025年1月以降現在の大阪市に隣接する自治体も特別区への移行が可能で堺豊中吹田守口八尾松原大東門真摂津東大阪の10市が対象となる 実現までの手続きは移行を希望する市と府で制度案をまとめ府市両議会で可決する必要がある 市を複数の特別区に分割する場合議会可決後に住民投票を実施し賛成多数となる必要があるが市を丸ごと一つの特別区にする場合住民投票は不要これは市域が分割されなければ住民生活への影響は少ないと考えられたためだ■2市は否定 読売新聞がこれら10市長にアンケートをしたところ松原市長を除く9人が回答地域政党大阪維新の会に所属する守口八尾両市長が特別区移行の考えがあると答えた このうち大松桂右八尾市長は八尾市の人口が約27万人にとどまることから特別区の数は1区を選択西端勝樹守口市長は市域の成長と市民福祉の向上につながるなら特別区の議論を否定する必要はないとしつつ区数は1区か複数区かどちらともいえないとした ほかの7市長のうち堺大東門真摂津東大阪の5人は特別区移行についてどちらともいえないを選択永藤英機堺市長と宮本一孝門真市長は維新所属だが永藤市長は今任期中は都構想の議論はしない宮本市長は特別区を目指す考えはあるが具体的な制度設計や道筋が示されていないとした 一方豊中吹田の2市長は特別区移行の考えはないとした豊中市では特別区に移行すると市税収入の最大5割超が他の区に分配されると試算長内繁樹市長は現在の市のサービスが維持できるか保証がないと説明した 10市は政令市の堺市中核市の豊中吹田八尾東大阪の4市など権限や財源規模が異なり特別区になった場合府との間で権限や財源をどう分担するかは制度案の作成時に決めていくことになるまた特別区移行の時期は早くても25年1月以降で10市長の現任期以後となるため方針は変わる可能性がある
467,冬休み一律延長求めず 文科相,国内, 萩生田光一文部科学相は27日の閣議後記者会見で新型コロナウイルス感染症対策の年末年始休暇の分散化を巡り学校に対して冬休みの延長や分散を一律で求めない考えを示した教育委員会などが適切に判断すべきだと述べた 萩生田氏は今春の一斉休校の影響で授業時間が足りず現在も放課後に補習をする学校もあると指摘経済界への要望を明言している西村康稔経済再生担当相には学校は無理ですよと伝えたという
468,かつや好調 裏に高いシェア?,経済, 飲食店コンサルタントの三ツ井創太郎ですGo To Eatキャンペーンなども始まり飲食業界の売り上げ回復が期待されますしかし現状では苦戦している状況が続いています 上場外食企業各社においてもかなり厳しい業績が目立ちます一方2020年19月までの売り上げが対前年比110超えという驚くべき業績を実現している外食企業があることを皆さんはご存じでしょうかかつやを運営するアークランドサービスホールディングス 今回ご紹介するのは揚げたてのかつ定食やかつ丼を提供するかつやとその運営会社であるアークランドサービスホールディングスですとんかつ専門店の多くが客単価1000円超という状況ですが全国に展開しているかつやの客単価は700円台です その人気ぶりはコロナ禍でも衰えることはありませんテークアウトの売り上げが伸長していることもあり好業績をキープしています まずアークランドサービスの20年1月以降の売上推移を見ていきます 対前年比で100を下回っているのは4月の933のみでそれ以外の月は前年を上回っていますまたかつやの既存店だけを見ていくと19月の累計で同993ですこれはコロナ禍で多くの外食企業が6070となっている状況を考えると驚異的な実績となっています 数値を細かく見ていくと19月におけるかつやの既存店客数は91ですがテークアウトの売り上げなどが好調だったため客単価が1092と伸びていますその結果売り上げの底上げにつながっていますアークランドサービスのビジネスモデル 次にアークランドサービスの事業戦略を分析します同社はかつや以外にから揚げ専門店なども展開しています かつやは国内409店舗海外58店舗で計467店舗から揚げ専門店のからやま縁は国内122店舗海外9店舗で計131店舗を展開していますそして20年3月にはタイ料理専門店マンゴツリーやシーフードレストランダンシングクラブなど37店舗を展開しているミールワークスの株式を取得して子会社化しています 今まで同社はとんかつ専門店やから揚げ専門店といった男性の労働者世代をメインターゲットとする業態を中心に展開していましたがミールワークスのMAによって女性をターゲットとした領域にも事業展開を行っていくことが可能になりました また5月にはスーパー飲食店向けのとんかつやメンチカツなどを手掛けるコスミックダイニングの株式も取得し冷凍食品事業へ進出しています新たな冷凍技術などを活用しシニア層をターゲットとした天ぷら業態江戸前天丼はま田やこだわりのとんかつを展開するとんかつはま田といった新業態を展開しています 何よりも驚きなのは同社がこうしたMAをコロナ禍真っ只中の3月と5月に行っている点です当然以前から準備を進めていたと思いますが冷凍食品事業をはじめとしたウィズコロナに向けた事業モデル変革を次々と実行していくスピード感には驚かされます さまざまな事業領域に進出している同社ですが現状ではグループ売り上げの678はかつや業態となっています次は同社の強い事業基盤となっているかつやのビジネスモデルを分析していきます
469,R・ナダル プロゴルフ大会6位,スポーツ,AFP時事男子テニス世界ランク2位のラファエルナダルRafael Nadalは26日母国スペインマヨルカMallorca島のリュクマジョールLlucmajorで開催されたプロゴルフ大会のバレアレス選手権Balearic Championshipを6位タイで終え専門外の競技でも優れた能力があることを示した 地元スポーツ紙マルカMarcaによるとハンディキャップインデックス03の腕前を誇る34歳のナダルはプロとアマチュアの混合戦として行われた3日間の大会で初日と2日目をそれぞれ74最終日を77でまとめ優勝したセバスチャンガルシアSebastian Garciaスペインから10打差の好スコアを記録した 次はゴルフクラブをラケットに持ち替え来月2日に開幕するパリマスターズRolex Paris Masters 2020でコートに戻るナダルは先日の全仏オープンテニスFrench Open 2020決勝でノバクジョコビッチNovak Djokovicセルビアに圧勝しロジャーフェデラーRoger Federerスイスと並ぶ四大大会グランドスラム歴代1位の通算20勝目を達成した翻訳編集 AFPBB News
470,逃げた警察犬を無事保護 兵庫,国内, 兵庫県福崎町田口の山中で行方不明者の捜索中に失踪した県警の警察犬クレバ号2歳オスが27日午前同じ山中で見つかり無事保護された犬にけがはなく元気でけが人もいないという クレバ号は25日午後1時半ごろ同町田口の七種山で鑑識課員が持っていた約5メートルのリード引き綱を振り切って失踪日没までに見つからず県警が連日捜索していた 鑑識課によると27日午前9時40分ごろ同課員が失踪場所から南西約100メートルの地点で木にリードが絡まり動けなくなっている状態のクレバ号を発見うなっていたためツナ入りのパンと魚肉ソーセージを与えて落ち着かせたという クレバ号は今年1月に現場デビューこれまでに行方不明者を4回発見するなど優秀な働きを見せていたという県警は業務中の警察犬が逃げ出したのは記録がある中で初めてのケースとし今後の業務や訓練などについてはまだ決まっていないとしている
471,任命拒否想定せず 04年資料に,国内, 日本学術会議の任命拒否問題を巡り推薦方法を現行方式に変えた2004年に政府が首相が任命を拒否することは想定されていないと内部資料に明記していたことが分かった政府は18年任命拒否が可能になるよう内部文書で見解をまとめており過去の答弁との整合性については推薦方式が変わった点を強調してきたしかし現行の推薦方式を導入した04年段階でも任命拒否を想定していなかったことが明らかになった 立憲民主党の小西洋之参院議員が入手した04年1月26日の総務省日本学術会議法の一部を改正する法律案説明資料は学術会議から推薦された会員の候補者につき内閣総理大臣が任命を拒否することは想定されていないと明記していたこの法改正で学術会議は総務省から現在の内閣府に移管されたほか会員選出は各学会の推薦制から現行の会員による推薦制に変更された 学術会議の会員選出方法は1949年の設立以降選挙制だったが83年に推薦制に変わったこの際野党議員から政府が人事に介入する懸念を指摘され丹羽兵助総理府総務長官は83年11月24日の参院文教委で学会の方から推薦をしていただいた者は拒否はしないと明言していた ところが内閣府日本学術会議事務局は18年11月13日内閣総理大臣に推薦のとおりに任命すべき義務があるとまでは言えないとする内部文書を取りまとめたこの文書を根拠に菅政権は推薦された6人を任命する必要はないとの立場を取る 政府は83年答弁との矛盾について当時と現在では推薦方式が異なっていると強調しそれぞれの時代の制度の中で法律に基づいて任命を行っているという考え方は変わっていない菅義偉首相としてきたしかし内閣府日本学術会議事務局の福井仁史事務局長は今月7日の衆院内閣委員会で推薦者が任命されなかったことはこれまでないので大変驚愕きょうがくしたと任命拒否への驚きを語っている現行の推薦方式を導入する際も任命拒否を想定していなかったことが04年の文書からも明らかになり方針転換の理由や経緯が問われそうだ佐野格
472,ネット中傷 裁判手続き創設へ,国内, 総務省は26日インターネット上で誹謗中傷を受けた被害者の救済策を議論する有識者会議を開き年内の最終とりまとめに向けた骨子案を提示した悪質な投稿をした加害者を迅速に特定するため新たな裁判手続きを創設し現在の情報開示訴訟より被害者の負担を軽くする加害者が会員制交流サイトSNSにログインした際の通信記録を開示対象に含めることも盛り込んだ この日の会議では新たな裁判手続きを設ける方針について大筋で了承された今後制度の詳細を詰め悪質化している中傷の抑止を図る
473,潜水漁業中2人溺れ死亡 沖縄,国内, 26日午後10時40分ごろ沖縄県糸満市の喜屋武岬の沖合で漁船の船長から妻を通じ潜水漁業中の兄と息子が溺れたと118番があった2人は第11管区海上保安本部のヘリコプターや僚船に救助され病院に搬送されたが27日未明にいずれも死亡が確認された 那覇海上保安部によると兄は津波古敏さん46息子は陸さん20でいずれも糸満市在住の漁業者 2人は26日午後9時ごろ漁船のコンプレッサーからホースを通して空気を潜水具に送り込む潜水器漁業を開始船にいた船長が約1時間半後海面に浮かび上がる兄と海中で意識をなくしている息子を発見した
474,河井案里被告の保釈認める,国内, 昨年7月の参院選をめぐり公職選挙法違反買収の罪に問われて公判中の参院議員河井案里被告47について東京地裁は27日保釈を認める決定を出した保釈保証金は1200万円で即日納付された23日の公判で証人尋問が基本的に終了したことから地裁は口裏合わせを働きかける証拠隠滅の恐れはなくなったと判断したとみられる 東京地検はこの決定を不服として抗告したこれらが退けられれば6月の逮捕以来約4カ月ぶりに保釈される 案里議員は夫で元法相の衆院議員克行被告57とともに6月に逮捕され7月に起訴された裁判は2人一緒に8月に始まりともに無罪を主張克行議員が9月に自身の弁護人を全員解任したため地裁は2人の公判を分離し案里議員の審理だけを先行させている 案里議員側は起訴直後や初公判後などに計4回保釈を請求したがいずれも却下された16日に5回目の保釈を請求し保釈後も裁判には必ず出廷するという趣旨の案里議員の上申書も提出していた朝日新聞社
475,所信表明「処理水」は触れず,国内, 菅義偉首相は26日の所信表明演説で福島の復興なくして東北の復興なしと東日本大震災からの再生への決意を改めて表明した東京電力福島第1原発の放射性物質トリチウムを含む処理水の処分には一切触れなかった東北の与野党議員の受け止めは評価と批判が交錯した 首相は先月訪ねた福島県広野町のふたば未来学園中高を取り上げ生徒の皆さんから復興に寄せる熱意風評被害と闘う取り組みを聞く中で未来を切り開き世界に羽ばたく若者たちが育ちつつあるとの思いを強くしたと述べた 原発事故に伴う帰還困難区域に関したとえ長い年月を要するとしても全ての区域の避難指示を解除する決意は揺るがないと強調被災者の心に寄り添いながら一層のスピード感を持って復興再生に取り組むと意欲を示した 新型コロナウイルス対応やデジタル社会の実現など9項目を掲げた演説の柱で7番目に据えた震災復興は220字余りだった 自民党の吉野正芳元復興相衆院福島5区は避難指示解除の言葉が入り原発被災地を理解しているとの印象だ処理水は政府がきちんと判断すると思っておりあえて言わなかったと理解したと話した 立憲民主党の岡本章子氏衆院比例東北は内閣の基本方針から震災原発事故の記述が消えた経緯を踏まえ散々たたかれたにもかかわらず全く中身がなくてがっかりだ震災に言及したというアリバイづくりのためだけの演説だと厳しく指摘した河北新報
476,首相のガスゼロ宣言 国連評価,国際, ニューヨークブリュッセル共同グテレス国連事務総長は26日菅義偉首相が2050年までに国内の温室効果ガス排出を実質ゼロにすると宣言したことを極めて重要で前向きな動きだと評価する声明を出した欧州連合EUのフォンデアライエン欧州委員長も26日ツイッターで歓迎の意向を表明した グテレス氏は日本の50年目標達成が技術的にも財政的にも可能であることに疑いはないとし目標達成のため具体的な政策措置を提案し履行するよう呼び掛けた フォンデアライエン氏は大いに歓迎する気候変動を止めるため全ての先進国が設定すべき目標だと投稿した
477,保守派の米最高裁判事を承認,国際, 米上院定数100は26日の本会議で連邦最高裁判事に保守派のエイミーコニーバレット連邦控訴裁高裁判事48を充てる人事案を賛成52反対48の賛成多数で可決したバレット氏は同日夜ホワイトハウスでの宣誓式に臨み就任した 53人の与党共和党議員のうち大統領選前の承認に反対していたコリンズ議員のみが反対票を投じた47人の野党民主党系は全員が反対したニューヨークタイムズ紙によると最高裁判事承認の採決で野党から一人も賛成に回らなかったのは151年ぶり米政界の分断ぶりを改めて浮き彫りにした リベラル派のギンズバーグ最高裁判事の9月の死去に伴い空席を補充するための人事で定数9の最高裁は保守派が6人リベラル派が3人となった保守派の比重が増すことから医療保険制度や人工妊娠中絶を巡る判断に影響が出ると指摘されている バレット氏は27日から職務を開始するが最高裁では各州で11月3日の大統領選の投票方法を巡る訴訟が複数審議されておりこれらに加わるまた大統領選後に投票結果を巡って法廷闘争となり最高裁の判断を仰ぐ事態も想定されている選挙直前に指名承認されたバレット氏もこうした裁判の審議に参加することになる トランプ大統領が指名し就任した保守派の最高裁判事はゴーサッチ氏2017年カバノー氏18年に続いて3人目となる共和党は大統領選連邦議会選への弾みとしたい考えだ民主党は大統領選直前の承認に反発している バレット氏は敬虔けいけんなカトリック教徒でカトリック系のノートルダム大法科大学院を修了保守派の故スカリア最高裁判事の調査官を経て同法科大学院で教授を務めたワシントン古本陽荘
