title,category,text
任命除外 記録存在も公表拒否,国内, 参院予算委員会は5日午前菅義偉首相と全閣僚が出席し基本的質疑を行った 加藤勝信官房長官は日本学術会議会員候補6人の任命除外をめぐる杉田和博官房副長官と内閣府のやりとりが記録として保存されていると明らかにしたただ人事に関する記録だ国会提出は差し控えると述べ公表を拒否した 立憲民主党の蓮舫代表代行への答弁首相は杉田氏から任命除外に関する報告を事前に受けたことに関し事務の副長官は各省庁の人事総合調整を担当している本件に関わるのは当然だと指摘私が学術会議への懸念を伝えたことを踏まえ杉田副長官が私に判断を求めた任命権者は首相だと強調した 
トランプ氏 敗北拒否へ布石?,国際, ワシントン時事3日投票の米大統領選に関しトランプ大統領は4日ツイッターに多数の票が秘密裏に廃棄されたと広く報じられていると書き込み不正が行われたとの見方を示した 集計の結果民主党のバイデン前副大統領の選挙人獲得数が過半数に達した場合に不正があったとして敗北受け入れを拒む布石とみられている トランプ氏は大統領選自体の信頼性が傷ついているとも投稿したトランプ氏はかねて新型コロナウイルスの感染拡大で郵便投票が大幅に伸びたことで不正が増えると根拠を示さず主張投稿に先立つ4日の演説でも最高裁へ行くことになるだろうと述べ結果次第で法廷闘争に持ち込む構えを示していた 一方バイデン氏は4日記者団にここで勝利は宣言しないが集計が終われば私が勝者になると確信していると強調したトランプ陣営は投票日を過ぎて選管に到着した票を集計対象としないよう求めているがバイデン氏はすべての票を集計すべきだ何者もわが国から民主主義を奪ってはならないとけん制した 反トランプ派はトランプ氏が敗北後も居座りを決めた場合抗議行動を繰り広げると予告米紙USAトゥデー電子版によると今週末までに100件以上の集会やデモが計画されている 
米選挙 接戦に世界が戦々恐々,国際, 米大統領選を制するのは共和党のトランプ大統領かそれとも民主党のバイデン前副大統領か世界中の国地域がそれぞれの思惑を込めながら接戦にもつれ込んだ選挙戦の行方を注視した米中対立の渦中にある中国はバイデン氏当選を期待しているかと思いきや必ずしもそうでない中東諸国は次の大統領によって米国のイランやサウジアラビアに対する政策が様変わりしかねないとみている中国 両候補に一長一短 厳しい対中姿勢を覚悟 北京西見由章上海三塚聖平トランプ米政権から多方面の圧力を受けている中国にとってはトランプ氏とバイデン氏のどちらが当選しても“一長一短”があるいずれにしろ米国の厳しい対中姿勢は党派を超えて長期的に継続されるとの見方が広がっている 中国の習近平国家主席は4日上海で5日開幕する中国国際輸入博覧会に関するビデオ演説で各国は唯我独尊となったり人に損を与えて己も傷ついたりすべきではないと強調したその上で一国主義や保護主義で国際的な秩序やルールを損なうことは許されるべきではないと述べ対立を深めるトランプ米政権を暗に牽制けんせいした トランプ政権は中国共産党の脅威を強調しハイテク分野を含む米中経済のデカップリング切り離しを進めている中国の習近平指導部にとっては交渉の余地が限られ極めて扱いにくい相手だただ中国人外交研究者は米国内を分断させ国際組織からの脱退も進めるトランプ政権には中国に都合がよい側面もあると指摘する 一方でバイデン氏が政権を握った場合欧州や日本などの同盟国と連携を強めトランプ氏より強力な中国封じ込めを展開することへの警戒感がある 中国共産党機関紙人民日報系の環球時報は4日付の社説でトランプバイデン両氏が大統領選を通じて自分の方が中国により強硬だという奇妙な競争を繰り広げたと批判した台湾 双方と等距離確保に苦心 台北矢板明夫台湾の蔡英文政権は共和党のトランプ氏と民主党のバイデン氏のいずれにも肩入れせず双方と等距離の関係で米国とのパートナーシップを深化するとの姿勢をアピールしている 台湾にとって対米関係の維持と拡大は安全保障や技術交流貿易でも最重要の課題米中関係の変化をにらみつつ選挙結果によって米台関係がわずかでも揺らぐことのないよう細心の注意を払ってきた 蔡政権はトランプ政権と親密な関係を築いた中国の軍事脅威を背景に武器供与を求め台湾重視の姿勢を強めたトランプ政権から続々と承認を得た武器供与の見返りに米側の要求も受け入れたようだ トランプ政権の誘致を受け半導体受託生産の世界最大手台湾積体電路製造TSMCが大統領選の激戦区であるアリゾナ州に最新鋭工場を建設すると5月に発表したTSMCの経営陣を蔡氏が自ら説得したとされる蔡政権は8月長年懸案だった米産豚肉の輸入も決断している 台湾メディアは強硬な対中姿勢をとるトランプ氏を歓迎していた一方10月30日に米紙ワシントンポストが蔡政権は共和党寄りなどとする記事を掲載すると台湾の外交部外務省に相当はあわてて否定声明を発表蔡氏は翌31日に招集した国家安全会議で米国のいずれの政党とも平等に交流すると確認するなどピリピリした対応を示した韓国 対北融和願いバイデン氏に警戒感 ソウル桜井紀雄韓国の文在寅ムンジェイン政権は接戦が伝えられる米大統領選の推移を複雑な思いで見守っているもようだ一つには選挙結果が即文大統領が最重要課題とみなしてきた対北朝鮮政策の行方を左右するからだ 文氏はトランプ大統領と北朝鮮の金正恩キムジョンウン朝鮮労働党委員長による2018年の史上初の米朝首脳会談を高く評価し南北融和推進の原動力としてきた ベトナムハノイでの昨年の再会談の物別れ以降米朝間の非核化交渉は停滞しているもののトランプ氏は選挙後速やかに北朝鮮と交渉する意向を示しておりトランプ氏の再選で米朝交渉が再始動すれば中断した南北対話も息を吹き返す可能性がある 一方バイデン候補はトランプ氏が金氏と会談を重ねて北朝鮮を正当化したと批判しており大統領に就任すればトップダウン式から実務者協議を積み重ねるボトムアップ式に交渉方法を改める可能性が高い金氏はこの交渉スタイルに拒否感を示しており文氏の残る約1年半の任期内に米朝交渉が進展しない事態も想定される トランプ氏は在韓米軍の駐留経費交渉で韓国側に大幅な負担増を迫り協議が平行線をたどるなど安全保障政策をめぐって文政権はトランプ氏の意向に振り回されてきたバイデン氏は米韓同盟を重視する姿勢を見せており韓国内にはバイデン氏の大統領就任で駐留経費交渉が妥結することを期待する声もある中東 対イランサウジ政策の違いを注視 イランのロウハニ大統領は4日米大統領選について誰が勝利しようとも重要なのは政策や原則だと述べ次期大統領に制裁という選択肢を避けるよう求めたイランに数多くの制裁を科してきたトランプ大統領を批判しバイデン候補の方が望ましいとの考えを示唆したとみられる 米オバマ前政権は2015年イランが核開発を抑制する見返りに欧米などが経済支援を行うとする核合意を締結バイデン氏は同政権を中枢で支えた18年に核合意から離脱してイランへの制裁を再開したトランプ氏に対しバイデン氏は条件付きで核合意に復帰しイランへの関与政策にかじを切る方針を示す トランプ政権は今夏以降イランの脅威を封じ込める包囲網構築のためイスラエルとアラブ3カ国の国交正常化を仲介したトランプ氏が再選されれば米イスラエルなどとイランの軍事的緊張が高まる局面も排除できず対イラン政策は次期大統領しだいで大きく変化しそうだ 一方バイデン氏が当選した場合親米アラブの盟主を自任するサウジアラビアとの関係が冷え込むとの見方がある在トルコのサウジ総領事館で起きた反体制記者殺害事件などの際友好関係を優先して批判を控えたトランプ氏に対し人権抑圧に敏感なバイデン氏はサウジとの関係を見直す意向も示している米サウジ関係に変化が生じれば中東情勢全般に影響を与える可能性がある中東支局 佐藤貴生ロシア 関係改善は困難と諦観 モスクワ小野田雄一ロシアはトランプ氏とバイデン氏のどちらが勝利しても米露関係が直ちに改善することはないと諦観しているロシアと親和性が高いと考えられたトランプ政権下でも米露関係は好転せずバイデン氏はロシアの非民主的な体制に拒否感を示しているためだ ロシアによる2014年のウクライナ南部クリミア半島併合や16年の米大統領選干渉問題などで米露関係は極度に悪化したトランプ氏はロシアの主要8カ国G8への復帰を提案するなどロシアに融和的な態度を示してきたトランプ政権がシリアなどからの米軍撤収を急いだこともロシアの影響力拡大に好都合だと考えられた だがロシアにとって目立った成果はなかったトランプ政権はロシアの違反行為や中国の台頭を理由に中距離核戦力INF全廃条約を破棄来年2月に期限が切れる新戦略兵器削減条約新STARTの延長問題でも結論が出ていない米国は露欧州間の新たな天然ガスパイプラインノルドストリーム2の関係企業に対する制裁も発動した バイデン氏は新START延長の必要性にたびたび言及しておりこの点は米国との軍拡競争を懸念して条約延長を主張してきたロシアに有利となるただバイデン氏はロシアを米国の重大な脅威と呼んでおりバイデン氏がロシアに融和姿勢を取る可能性はほぼない露専門家との見方が支配的だ欧州 分断と混乱の長期化に備え パリ三井美奈米大統領選をめぐり4日付のフランス紙フィガロは社説で米国の分断がどんなに広がっているかを示す選挙になったと評したトランプ大統領が新型コロナウイルス禍や経済低迷人種問題などの逆風を受けながらバイデン前大統領との接戦に持ち込んだのはトランプ氏の米国第一が広く支持されたということだと指摘した 英国のラーブ外相は4日BBC放送に出演し両候補の得票は伯仲しているが米国の制度が結果を示してくれるはずだと述べ大統領選でどちらが勝っても米国とは良好な関係が築けると訴えた トランプ氏が勝利に自信を見せ結果を法廷闘争に持ち込む姿勢を示したことについて記者にこれが正しい態度だと思うかと質問されるとラーブ氏は結果判明には数日かかるかもしれないと言葉を濁した 米大統領選をめぐる混乱長期化の可能性が浮上する中欧州では米国との外交問題は当面棚上げになるとの見方が出ている 欧州連合EU議長国ドイツのマース外相は10月末独紙ウェルトで米国が内政にとらわれ世界に対する関与が薄れても欧州はそれに対応していかねばならないと主張欧州が独自に危機を解決する能力を高めるべきだと訴えた米国では大統領選を通じて分断が広がった選ばれた大統領が解消に取り組まなければ不安は続くとも述べた
米史上最多 バイデン氏得票数,国際, ワシントン共同米大統領選の民主党候補バイデン前副大統領の得票が4日までに歴代大統領選で初めて7千万票を超え史上最多となった開票は続いておりさらに増えるのは確実これまでの最多記録は民主党のオバマ前大統領が初当選した2008年選挙で約6950万票だった 今回は関心が高まった上新型コロナ対策から郵便投票の利用が拡大し投票率が大幅に高まる見込みフロリダ大のマクドナルド教授は1900年より後の大統領選で最高の669になると分析している 米メディアによると4日夜時点でバイデン氏の得票は約7140万票トランプ氏の得票は6790万票超
大統領選 官房長官は言及せず,国際,東京 5日 ロイター  加藤勝信官房長官は5日午前の会見で米大統領選挙についてトランプ大統領とバイデン前副大統領の両候補がさまざまなメッセージを発信していることは承知しているとしつつ日本政府としてコメントは控えたいと述べた両候補の支持者同士が衝突することに警戒が高まっており渡航邦人の身の安全が懸念されることに関して加藤長官は状況を注視しながら邦人保護に万全を期したいと述べたまた米国が米国が4日地球温暖化対策の国際枠組みパリ協定から正式に離脱したことについては非常に残念なこととの認識を示したその上で日本としてはパリ協定の着実な実施を重視する姿勢を示した脱退はトランプ大統領が昨年正式通告していたがバイデン候補は当選した場合は早期復帰すると明言しており大統領選の結果次第で状況が大きく変わる可能性もあるnL4N2HQ5B1 中川泉 編集田中志保
知事会 コロナ交付金増を提言,国内, 全国知事会は5日定例の全国知事会議をオンラインで開き新型コロナウイルス対策に関する国への緊急提言をまとめた自治体のコロナ対策に充てる総額3兆円の臨時交付金の増額を求めたほか事業者に対する休業要請に実効性を持たせるため新型コロナ特別措置法の改正や水際対策の強化も盛り込んだ 年末年始の帰省や旅行を分散化するよう国民の協力を求めるメッセージを出すことでも合意した企業には従業員の休暇の分散取得を呼び掛ける知事会長の飯泉嘉門徳島県知事は短い期間に初詣や帰省ラッシュが集中し密になると懸念を示し協力要請に理解を求めた
店に予約急増 驚きの聖地化,国内,アニメやマンガの舞台を旅する聖地巡礼はアニメが放送され舞台が取り上げられてから盛り上がることがほとんどですしかし中にはアニメ放送前で直接舞台に登場していないにもかかわらずファンが押し寄せている場所がありますラブライブ 虹ヶ咲学園スクールアイドル同好会の聖地と言える東京都江東区門前仲町にあるもんじゃ焼き屋門前仲町 三久さんきゅうの例を紹介しますジャーナリスト河嶌太郎急増する予約名宮下今年5月の連休明けぐらいのことです宮下さんという予約名の方が急に増え始めたんです こう打ち明けるのは東京都江東区門前仲町で40年近く続く老舗もんじゃ焼き屋門前仲町 三久のおかみ飯島ゆりさんです 宮下という名前で店を訪れる男性客の中には金色の髪をした白目のキャラクターが寝そべっているぬいぐるみをテーブルの上に置いて撮影する人がいたりここしかないだろうなという会話が聞こえてきたりしたといいます 何が起こっているのかわけがわからなかったと振り返る飯島さんは宮下を名乗る男性客たちにどういう目的で訪れているのかを聞き出しますするとここがあるゲームのキャラクターの実家なんじゃないかと言われているなどの答えが返ってきます飯島さんがさらに話をしていくとスマートフォンゲームラブライブスクールアイドルフェスティバルALL STARSに登場する女子高生のキャラクター宮下愛の実家として門前仲町にある一戸建てのもんじゃ焼き屋という設定があることがわかりましたちなみにこうした予約名をキャラクター名で入れる現象は飲食店がモデルになっている他の作品でも見られます特にアニメファン同士で店を訪れる場合お互いネット上のハンドルネームしか知らないという状況が往々にしてありますそのため誰か一人の実名で予約するより共通符号となるような名前で予約したほうが勝手がいいというのも背景にあります
大統領選 アリゾナの地殻変動,国際,フェニックスアリゾナ州11月5日AP― 2020年米大統領選挙は11月3日全米各地で行われ西部アリゾナ州では一夜明けた4日フェニックスのマリコパ郡開票センターで一般投票の開票作業が始まった 伝統的に共和党の牙城だった西部アリゾナ州で11人の民主党選挙人が選ばれた結果ジョーバイデン氏が1948年以降2人目の民主党大統領候補に決まった 同時に行われた同州の上院議員選挙では民主党のマークケリー元宇宙飛行士が選ばれ70年で初めて民主党から2人の上院議員を連邦議会に送り出すことになった アリゾナ州はこれまで1964年の共和党大統領候補だった故バリーゴールドウオーター氏と2008年の同党大統領候補の故ジョンマケイン氏に代表される共和党の牙城だったが2020年の選挙ではその伝統ある選挙地盤に歴史的とも言える大きな地殻変動が起こったといえよう日本語翻訳編集 アフロ
スクールバス横転 9人けが,地域,BSN新潟放送新潟県佐渡市で5日小学生を乗せたスクールバスが横転する事故があり児童ら10人が病院に運ばれましたけがの程度は軽いということです5日午前8時前佐渡市安養寺で70代男性が運転するスクールバスが道路脇の斜面に落ちて横転しバスに乗っていた児童9人と運転手の合わせて10人が病院に運ばれました乗っていたのは登校中の金井小学校の児童でいずれも打撲や擦り傷などの軽いけがで命に別状はないということです運転手にけがはありませんでした運転手は小さな動物が飛び出してきたため避けたと話しているということで警察が詳しい事故の状況を調べていますBSN新潟放送
おばた コロナ禍で稼げた訳,国内,新型コロナウイルスが全世界を覆い尽くしてから半年以上がたち働き方は大きく変わったリモートワークが普及した一方で働き方を自分の裁量に任されるようになった部分も大きく職場は依然として大混乱をきたしている私たちは今どう働くべきか 今大人気の芸人おばたのお兄さんに取材したトライエラーで自分が輝ける場所を自分で見つけるべし芸人はテレビに出てナンボという既成概念をぶち破りコロナ禍以降注目度を上げつつあるのがおばたのお兄さん氏だ現在インスタフォロワー80万人を突破しSNS芸人としての地位を確立そんな同氏に芸人としての新しい働き方を聞いた4月の緊急事態宣言の際家の中でできることをやろうと考えて家の中のモノだけを使ってジブリの名シーンを再現するシリーズなどさまざまなモノマネを発信しました自粛というネガティブ要素をポジティブに変えるそんな切り口が共感を呼んだようで自粛期間中にフォロワーが30万人も増えたんです SNSで発信する芸人も多いなかおばた氏が突出していたのは度重なる試行錯誤と分析力だ100万回以上再生される動画にはどんな共通点があるのかなどを検証した結果動画の尺が20秒前後と短いほうが最後まで見てもらえるしバズりやすいと気がつきました ほかにもTwitterやインスタグラムなどアプリのユーザー属性に合わせてネタを振り分けたりとにかくやってもいないことを憶測で語りたくないというのが僕の性分で実際にやってみると失敗してもじゃあどうしようかと次の行動に繋がるんです最高月収は300万円にも到達 フォロワー増加に伴いSNSの広告収入もアップさらにSNSで話題の芸人というフックでテレビのオファーも増え最高月収は300万円にも到達した以前は僕がSNSをやっていると芸人仲間からネタが腐るよ軽く見られるよと言われることが多かったんですでも今はまったく言われませんねそれどころかSNS運営に関する相談が日々舞い込みます笑
北海道 初の感染100人超えか,地域, 5日北海道の新型コロナウイルスへの新たな感染確認が初めて100人を超える119人となりましたこのうち札幌市も最多の93人です 鈴木知事と札幌市の秋元市長は4日の緊急会談で繁華街ススキノの飲食店などに営業時間の短縮を要請することで一致しました初の100人超えで対象となる業種や時間帯支援金を支払うかなどの詳細の詰めを急ぎ要請を早めることになりそうです北海道放送株
大統領選 注目はジョージア州,国際, 開票作業が続く米大統領選はAP通信によると民主党のバイデン前副大統領が264人の選挙人を獲得し勝利に必要な過半数の270人まで残り6人と迫っている早ければ日本時間の昼前にも開票結果を出す見通しの南部ジョージア州16人に注目が集まっている バイデン氏は4日午後日本時間5日朝までに激戦州のミシガンウィスコンシン両州での勝利を確実にした残るのはジョージアペンシルベニアノースカロライナネバダアラスカの5州このうちアラスカ以外のいずれかひとつでも獲得すれば過半数の270人に達する見通しだ大統領選は各州と首都ワシントンに割り当てられた計538人の選挙人のうち過半数を獲得すれば勝利する朝日新聞社
全票を数えろ NYで抗議デモ,国際, ニューヨーク共同米大統領選の開票作業が進む中ニューヨーク中心部で4日郵便投票の集計停止を求める共和党のトランプ大統領に抗議する集会が開かれた参加した数百人は全ての票を数えろと気勢を上げ5番街を数キロにわたってデモ行進した 集会参加者は公共図書館前から歩道まで一帯を埋め尽くしトランプは出て行け国民が投票し国民が決めるそれが全てだなどと訴えたトランプ氏に似せた仮装でトランプを落選させろと書いたプラカードを持った人も 主催した市民団体のトラビスモラレスさんはトランプ氏とペンス副大統領は直ちに出て行けと語気を強めた
鬼滅の聖地 登山初心者に警鐘,国内, 11月2日映画劇場版鬼滅の刃無限列車編の興行収入が157億円を突破し映画興行収入が日本歴代10位になったことが発表された 2020年5月に連載終了した原作漫画は単行本の累計発行部数が1億部を突破しアニメや関連商品も大ヒットとなっている今年いちばんのブームを巻き起こしていることは間違いない その影響はこんなところにも――東京奥多摩に鎮座する雲取山だ標高は2017メートルで都内最高峰となる映画公開以降問い合わせは増えましたね実際に訪れていただく方も見受けられるようになってきました そう語るのは雲取山など地元の登山情報を発信している奥多摩ビジターセンターの梨木之正さんだ 雲取山は鬼滅の刃のストーリー内で主人公竈門炭治郎とその妹禰豆子の出身地とされているためファンからは聖地と呼ばれている 梨木さんは登山に興味を持って山を訪れていただくのはありがたいと話すが懸念もあるという雲取山はそんなに簡単に登れる山ではないんです登山経験者でも山頂まで片道67時間はかかります初心者では10時間かかることもあるかもしれません しかもこれからの時期は日没時間も早まり気候も変わりやすいです風雨や積雪など天気が悪い状況や昼間との寒暖差が激しい状況では遭難の危険性も高まります梨木さん以下同 センターへの問い合わせの段階で登山をあきらめる人や山頂に行くのを断念して途中下山する人も多いというでも中にはTシャツに短パンという明らかに登山には場違いな服装の方もいますほとんど手ぶらで来たりサンダル履きの方もいらっしゃって 今後そのような危機感のない初心者の方が増えるのではないかと心配しているんです 奥多摩町は11月にもなれば最低気温が氷点下を記録することもある余裕を持って可能なら1泊2日でプランを立てて登山してほしいです山を登っているときは汗をかきますが日没後や標高が上がるにつれて気温は下がります 着替えや防寒対策が必要ですし万が一を考えてチョコなどの軽食や水分も2リットル以上は持っていただきたい鬼滅の刃の聖地巡りをきっかけに山に親しむ人が増えるのは歓迎できることなのだが
コロナ変異 ミンク大量処分へ,国際,AFP時事写真追加デンマーク政府は4日突然変異を起こした新型コロナウイルスがミンク農場で検出されヒトへの感染が確認されたため国内のミンクをすべて殺処分する方針を明らかにした デンマークのメッテフレデリクセンMette Frederiksen首相は記者会見で突然変異について将来の新型コロナウイルスワクチンの効果がきちんと出ない恐れがあると説明すべてのミンクを殺処分する必要があると表明した トーキルフォーグダThorkild Fogde警察署長は殺処分をできる限り早く開始する方針を示した上で農場1080か所のミンク1500万1700万匹の殺処分は非常に大規模な作業だと認めた ミンクの毛皮生産量世界一の同国ではこれまでミンク農場207か所で新型コロナウイルスが検出され一部ではウイルスが突然変異を起こしヒトが変異型ウイルスに感染したことも確認されている変異型ウイルスについて保健当局も通常のウイルスと同程度の抗体で阻害されないと結論付けていた翻訳編集 AFPBB News
楽天 三木監督の去就不透明,スポーツ, 楽天が4日のオリックス戦に敗れてCS進出の可能性が消滅3位以下となることが決まったことで続投が基本線となっていた三木肇監督43の去就が不透明になっていることが分かった 関係者の話を総合すると三木監督は複数年契約を結んでいるため監督退任となった場合でもヘッドコーチとしてチームに残留する可能性が高いという 楽天は昨季3位でシーズンを終えた平石監督のクビを切りFAなどで戦力を大補強にもかかわらず今季苦しい戦いが続いたことで球団にはファンからの厳しい声が届いておりチーム内には今季最終戦7日試合後の監督あいさつでブーイングが上がったり罵声が飛ぶようなことになるのではと心配する声も出ていた 監督交代となれば奈良原浩二軍監督52の内部昇格もしくは外部招へいの可能性も残されている東京スポーツ
ナダル通算1000勝 史上4人目,スポーツ,ロレックスパリマスターズ男子テニスのロレックスパリマスターズフランスパリ室内ハードATP1000は4日シングルス2回戦が行われ第1シードのRナダルスペインが世界ランク64位のFロペススペインを46 76 75 64の逆転で破り初戦突破を果たすとともにシングルス通算1000勝目をあげた上位8シードは1回戦免除のためこの試合が初戦となったナダルは同胞のロペスに22本ものサービスエースを決められるなど苦戦するも2時間30分で熱戦を制したまたこの日の勝利は34歳のナダルにとってシングルス通算1000勝目1000勝201敗となりJコナーズアメリカ1274勝283敗Rフェデラースイス1242勝271敗Iレンドルアメリカ1068勝242敗に続く史上4人目の快挙となったロレックスパリマスターズ初制覇を狙うナダルはベスト8進出をかけて3回戦で世界ランク61位のJトンプソンオーストラリアと対戦するトンプソンは2回戦で同24位で第15シードのBチョリッチクロアチアを逆転で下しての勝ち上がり同日には第3シードのDメドヴェデフロシア第4シードのAズベレフドイツ第5シードのAルブレフロシア第6シードのDシュワルツマンアルゼンチン第10シードのMラオニッチカナダらが3回戦へ駒を進めている
元中日左腕 わらび餅売る理由,スポーツ,中日広島で222試合登板左の中継ぎ投手として活躍した山田喜久夫さん 高校時代に愛知の強豪東邦のエースとして1989年の選抜大会で優勝し中日広島で左の中継ぎ投手として活躍した山田喜久夫さん平成最初の甲子園優勝投手となった山田さんはプロ野球の世界でも10年間で222試合に登板して6勝8敗防御率376の成績を残し99年に引退した翌2000年から横浜中日で打撃投手を計13年間務めた後名古屋市内でわらび餅屋喜来もち ろまん亭を開き今年で8年目になるプロ野球選手がセカンドキャリアとして飲食店を経営するのは珍しくないがなぜわらび餅屋を選んだのか――ナゴヤドームの近くに店を構え毎日店頭に立つ山田さんのもとを訪れたいらっしゃいませまたよろしくお願いします従業員とともに自ら店頭に立ち接客する山田さんわらび餅を仕込む手つきも慣れたものだナゴヤドームからわずか200メートルの距離にある店にはその手作りの絶品の味を求め常連客が足を運ぶ 99年の現役引退後00年から07年まで横浜08年から12年まで中日で打撃投手を務めていた山田さん中日との契約が終わると一度はサラリーマンに転身した勤め先は車のETCカード読み取り機の販売店で任された仕事は営業マンだが相手の会社の都合で契約をキャンセルされるなど苦労を味わいわずか1か月で見切りをつけて起業を決心した きっかけは中日を退団する際関係者への挨拶に持参した手土産のわらび餅だったいろんな方からこれ美味しいからキクちゃん自分で覚えて売ったらどうって言われたんですそれまではあまりわらび餅には興味はなかったでも生活もあるそれでなんとか覚えてダメなら店を潰してまた何か違うことをやろうと思ったんです 親も3人の息子たちも皆最初は反対だった和菓子屋だと売り上げが少ない時もあるサラリーマンのほうが安定していて手堅いと言われただが山田さんは一念発起しわらび餅の購入先だった愛知県稲沢市にある町屋かふぇで約半年間修行偶然ナゴヤドームの近くで物件が見つかったこともあり13年の野球シーズンの開幕に合わせ店をオープンした息子たちもナゴヤドームに野球を見に来たファンにビラを配って父を助けた わらび餅作りは適温を保ちながら餅を練り上げていく地道な作業火加減が一番難しいといい修行時代は汗だくになりながら大きな鍋に入った材料をしゃもじでかき回していた味が美味しくないとまた買いに来てもらえないと味にはとことんこだわり使用するのは本わらび粉と京都産大豆100パーセントのきな粉大量注文も受けられるようにと店には機械を導入したが火加減や味のチェックは日々欠かさない 名古屋には餡子やういろうなど昔からの和菓子文化がある一方で舌が肥えているため味にはうるさいだからこそ中途半端なものは作りたくなかった一流のプロの世界で戦ってきた山田さんのこだわりだった
バイデン氏 勝利の流れ加速か,国際, デラウェア州のバイデン陣営会場から深井記者の報告です こちらデラウェア州バイデン氏の自宅から車で15分ほどの場所に設けられた陣営の会場ですここにきてバイデン氏の勝利に向けた流れが一気に加速しているように見えます  アメリカの各メディアはトランプ氏とバイデン氏が激しく争っていた激戦州中西部ウィスコンシン州とミシガン州をバイデン氏が勝ち取ったと続々と報じていますこれによってバイデン氏は過半数の選挙人270人まであと6人に迫りました  これまた激戦のジョージア州は4日夜にも開票結果が出ると言われていますのでもしジョージアがバイデン氏に転べばバイデン大統領誕生へというニュースが報じられる可能性もあります  日本時間の午前6時過ぎからバイデン氏がこちらで行ったスピーチではトランプ氏とは対照的に冒頭勝利を宣言するためにここにいるわけではないと話し始めましたそのうえですべての開票が終わればわれわれが勝利すると確信していると自信をのぞかせています  またトランプ大統領の集計作業を止めようとする発言に対してすべての票が数えられなければならない誰もわれわれから民主主義を奪うことはできないと強調しましたこれに対してトランプ大統領は前日多くの州で自身がリードしていたものの都市部での期日前投票の開票が進むにつれバイデン氏の得票率が伸びたことに納得がいかないようで3日夜多くの州で私がリードしていたのに魔法のように消え始めたなどと主張しています郵便投票の不正などをしきりに吹聴するトランプ大統領ですがみずから民主主義の仕組みを否定するようなふるまいには疑問を抱かざるをえません  バイデン氏は4日はすでに自宅に戻りこのあとは動きは見せないということですがバイデン陣営は4日夜撤収を予定していたこの会場を5日の夜まで延長する予定です4日夜もしくは5日どのような結果が出てバイデン氏からどのような発言があるのかが注目されます05日0816
混乱回避を 大統領選で独外相,国際, パリ三井美奈大接戦となった米大統領選について4日欧州連合EU議長国ドイツのマース外相は声明を発表した選挙プロセスと結果について有権者の信頼を得られるようにすることが重要だと述べ混乱の回避を促した マース氏は選挙の接戦は米国世論の二極化によるものだという見方を提示米国はこれまでに法の支配を実践してきた難局で結束し民主主義の原則にかかわる重要問題を解決することができるはずだと訴えた フランス外務省は4日の声明で米大統領選については結果は米国の問題としてコメントを避けたそのうえでわれわれは欧州の行動能力を強化する努力を続けるそれは米欧関係を強化する条件作りにもなると述べ欧州独自の外交安保を目指す目標は不変だと示唆した 英国のラーブ外相は4日ツイッターで米大統領選について勝者が分かるまで辛抱して待たねばならない十分な時間をかけて結論を出すことが重要と発信した貿易や安全保障情報共有などの分野で米英両国は強い絆で結ばれていると強調した
迷子のお地蔵さま 警察に届く,国内,All Nippon NewsNetworkANN 山口県の警察署に前代未聞のあるものが落とし物として届けられていることが分かりました 9月末山口県下松市でお地蔵さまが路上に落ちているのが見つかり拾得物として警察に届けられましたお地蔵さまは高さ約35センチ重さは155キロと大人でも簡単には抱えられない大きさです刻印などはなくいつどこで作られたものなのかも分かりません 近所の人ここ落ちていた場所の上に昔の墓場があったそこのお地蔵さまが何かの拍子で落ちたのかなと思っていた 下松市警察署地域課木村敬亮課長ぜひ元いた場所に帰って頂いてまた平穏にそこでお過ごし頂きたい 下松警察署では情報提供を呼び掛けていますがこれまでに有力な情報はありません迷子のお地蔵さまは5日も持ち主の迎えを待っていますテレビ朝日
香川の養鶏場 鳥インフル陽性,地域, 香川県三豊市の養鶏場で高病原性鳥インフルエンザの感染が疑われていましたが香川県が行った遺伝子検査の結果陽性反応が出たと発表しました 11月4日三豊市の養鶏場の管理者から県西部家畜保健衛生所西讃支所にニワトリの死亡が増えていると連絡がありましたその後簡易検査で13羽中11羽の陽性が確認されたため遺伝子検査を実施結果を農水省に送付したところH5亜型の高病原性鳥インフルエンザの疑似患畜だと確認されました 香川県では5日午前8時半から対策本部会議を開きこの養鶏場で飼育されている約33万羽の採卵用のニワトリの殺処分を行うことを確認しましたまた半径3キロ以内にある26の養鶏場に対し卵やニワトリの持ち出しや持ち込みを禁じる移動制限を半径3キロから10キロ以内の区域に持ち出しを禁じる搬出制限をかけました 家畜での鳥インフルエンザの発生は今シーズン全国で初めてで2018年1月に香川県さぬき市の養鶏場で発生して以来です この養鶏場では約33万羽の採卵用のニワトリを飼育していて11月1日から4日までに約3800羽が死亡していましたKSB瀬戸内海放送
